1,3540400
1,387600
1,3281900
1,3454700
1,979500
1,408400
1,3378400
1,936800
1,348000
1,932600
1,1086000
1,3289900
1,919800
1,389600
1,372400
1,925300
1,386000
1,3339600
1,385700
1,1130900
1,3420500
1,383000
1,3508500
1,3339000
1,693700
1,647800
1,3325100
1,3299600
1,418200
1,871800
1,728700
1,3459400
1,747000
1,859300
1,3480700
1,377700
1,870200
1,385500
1,688700
1,3539400
1,1032100
1,869500
1,875700
1,379400
1,870200
1,374500
1,3471300
1,707700
1,977600
1,392200
1,919800
1,379900
1,383600
1,953500
1,377600
1,471300
1,339300
1,377100
1,3525100
1,441300
1,387500
1,907700
1,3676800
1,379100
1,3734300
1,389800
1,4182800
1,3703000
1,987100
1,956900
1,378900
1,375600
1,3819400
1,900500
1,3854800
1,424000
1,375000
1,378400
1,3763700
1,727000
1,3648800
1,3673300
1,3765900
1,374500
1,3674700
1,901600
1,947000
1,3739000
1,3904200
1,966600
1,374500
1,3732400
1,929900
1,3717300
1,380100
1,893100
1,378100
1,3884500
1,418300
1,1002600
1,3844000
1,421100
1,3784700
1,377000
1,869400
1,4704900
1,3885100
1,893800
1,692400
1,3850600
1,3994800
1,1042800
1,954900
1,383300
1,373200
1,4680000
1,984000
1,408400
1,1002800
1,874100
1,379700
1,3897700
1,744500
1,3578900
1,374500
1,342500
1,380600
1,890300
1,417500
1,388100
1,718300
1,727400
1,787100
1,958100
1,3831900
1,1014900
1,683900
1,4401600
1,4278900
1,697400
1,374200
1,341000
1,4111000
1,375500
1,4482400
1,677100
1,846000
1,933600
1,4148200
1,1299200
1,19390900
1,491190000
1,497884000
1,485050200
1,460382700
1,468341600
1,592391000
1,523089000
1,566561600
1,508670200
1,597106900
1,483252900
1,539560600
1,429393200
1,420236700
1,512727500
1,435921000
1,476918400
1,426919600
1,578874800
1,455984400
1,521671500
1,438450800
1,429748600
1,477614800
1,437409300
1,536612600
1,498495000
1,427371700
1,391657000
1,444332400
1,443647500
1,526714300
1,491822700
1,537199400
1,414196700
1,513049700
1,420233700
1,399706400
1,481741400
1,674578900
1,547666400
1,413859200
1,538073200
1,518813300
1,488083100
1,588021300
1,460706600
1,500926000
1,392504200
1,486172500
1,501992500
1,454259300
1,443246000
1,447433900
1,503755900
1,525015900
1,383426300
1,483649900
1,500417100
1,441432700
1,389270200
1,425302300
1,415168700
1,472612500
1,490360000
1,555977300
1,529556600
1,538970400
1,389649800
1,520589700
1,470965100
1,505690500
1,509728800
1,432025900
1,457261600
1,422831900
1,407887500
1,360426900
1,387226900
1,426287200
1,514994800
1,494082800
1,458308200
1,472988200
1,441765400
1,376738400
1,409272000
1,422834500
1,415083400
1,508854200
1,484616700
1,391823700
1,366521400
1,387185000
1,461387400
1,491695700
1,472465000
1,442215700
1,491905900
1,530498500
1,534661200
1,356365600
1,413953900
1,393180200
1,505896900
1,15457600
1,419500
1,471559000
1,21919400
1,15109400
1,22053900
1,16010000
1,1148400
1,8698100
1,7837100
1,7163000
1,8718100
1,16190100
1,18617100
1,486222600
1,438200
1,951400
1,933100
1,16109700
1,15612100
1,7890900
1,999000
1,8624600
1,4287100
1,9646800
1,411800
1,929500
1,357700
1,16682100
1,7619300
1,15989400
1,473926900
1,473187000
1,435800
1,18761800
1,8718700
1,18966500
1,4296600
1,8426300
1,8396100
1,16467300
1,15513900
1,14922500
1,8647600
1,459724600
1,17960900
1,10083300
1,16309600
1,387800
1,473613700
1,8591700
1,825300
1,15515800
1,22393100
1,4465200
1,467230000
1,18939900
1,383000
1,460188700
1,18902100
1,947100
1,752200
1,958200
1,473106300
1,4512000
1,487311900
1,467816800
1,2149800
1,466832200
1,11300700
1,8734500
1,7810100
1,378800
1,15275400
1,420500
1,726700
1,8594600
1,7231100
1,14982000
1,15774500
1,379100
1,7333200
1,12177300
1,666700
1,344300
1,452736400
1,7635900
1,4459500
1,8685400
1,8532600
1,928300
1,9102500
1,9038100
1,8617500
1,409600
1,450278100
1,22163800
1,7542000
1,19783200
1,4537900
1,4586500
1,16740300
1,484737300
1,22235100
1,15742400
1,4473100
1,449033100
1,16339900
1,387200
1,1019400
1,676300
1,12521800
1,17455500
1,464660700
1,554615000
1,488565700
1,481093600
1,513587900
1,444004100
1,422773800
1,445258800
1,432962800
1,509753200
1,524103700
1,547856100
1,455488400
1,7350742200
1,581344500
1,564524900
1,567115000
1,563168800
1,618766500
1,572982300
1,540880400
1,529884100
1,630278600
1,539326000
1,561518200
1,428949900
1,471961800
1,418268400
1,452155600
1,471809400
1,494999700
1,497440100
1,510700900
1,453331600
1,502404400
1,516550200
1,582623300
1,426249100
1,473990300
1,503996500
1,489500900
1,500420100
1,510767400
1,555761200
1,609082800
1,400980900
1,477312900
1,458545500
1,407215700
1,415436700
1,494939700
1,490215500
1,414777500
1,495163300
1,522474000
1,516148000
1,402019500
1,458457700
1,499090400
1,463860100
1,496776300
1,505157900
1,391872800
1,448812300
1,482384800
1,475231200
1,433634700
1,435924500
1,432719200
1,428219100
1,434055000
1,422584200
1,394637200
1,400142000
1,518293200
1,403732700
1,481740100
1,453260500
1,409744000
1,459634700
1,442330000
1,425668400
1,528734100
1,441289500
1,419161600
1,541752000
1,520407300
1,517637700
1,427698900
1,480259000
1,465350700
1,480948300
1,341885600
1,448952900
1,467879800
1,529711000
1,492941400
1,515627100
1,517856100
1,492496600
1,460411900
1,605817300
1,469551000
1,511858400
1,397410500
1,553788000
1,489654000
1,427341900
1,431896500
1,476968800
1,423424800
1,428341900
1,494250000
1,421716700
1,425752000
1,438647900
1,499118800
1,463999500
1,547554600
1,445214900
1,451808600
1,419142900
1,463100200
1,439775100
1,480395300
1,473672000
1,462992700
1,5535000
1,5492800
1,5175400
1,4929600
1,7025000
1,5272100
1,5412200
1,5214300
1,5179300
1,5141200
1,5262600
1,5087600
1,5455600
1,5146900
1,5119000
1,5736300
1,5468000
1,5393100
1,6364100
1,5509600
1,6385600
1,5697600
1,5135300
1,5176000
1,5058100
1,5271500
1,5553500
1,5070200
1,6215100
1,5238000
1,5380200
1,5252100
1,5330800
1,5103700
1,5141900
1,5023300
1,5150100
1,5225200
1,4965500
1,5004800
1,4976900
1,5114100
1,5111000
1,4990100
1,5299400
1,5479700
1,5353300
1,5404100
1,5412800
1,5113400
1,5132000
1,5335200
1,5080300
1,5393000
1,5223900
1,5178700
1,5220500
1,5276800
1,4841000
1,5074100
1,5216000
1,5371200
1,5267800
1,5011200
1,5101100
1,5298600
1,6730000
1,6887300
1,5768800
1,5675400
1,5849700
1,5695800
1,5309700
1,5239700
1,4984700
1,5225700
1,4890500
1,5133300
1,5141700
1,5294900
1,5180100
1,5226300
1,5105700
1,5408600
1,5318300
1,4979700
1,5180600
1,7329900
1,5179400
1,5424500
1,5100300
1,5249700
1,6472200
1,5107900
1,5102700
1,4880800
1,5025600
1,5178500
1,5240000
1,5083500
1,5031100
1,5032000
1,5153600
1,5483500
1,5099400
1,4957400
1,5209400
1,5042900
1,5086200
1,5866400
